CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
39665,"TUBO DE COBRE FLEXIVEL, D = 5/8 "", E = 0,79 MM, PARA AR-CONDICIONADO/ INSTALACOES GAS RESIDENCIAIS E COMERCIAIS                                                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"29,09"
39752,"TUBO DE COBRE, CLASSE ""A"", DN = 2"" (54 MM), PARA INSTALACOES DE MEDIA PRESSAO PARA GASES COMBUSTIVEIS E MEDICINAIS                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,CR,"146,26"
12583,"TUBO DE CONCRETO SIMPLES POROSO, MACHO/FEMEA, DN 200 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"24,57"
12584,"TUBO DE CONCRETO SIMPLES POROSO, MACHO/FEMEA, DN 300 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"23,64"
13159,"TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 400 MM, PARA ESGOTO SANITARIO (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"71,63"
13168,"TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 500 MM, PARA ESGOTO SANITARIO (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"107,71"
13173,"TUBO DE CONCRETO SIMPLES, CLASSE ES, PB JE, DN 600 MM, PARA ESGOTO SANITARIO (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"132,81"
37449,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 200 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"21,96"
37450,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"26,77"
37451,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"40,99"
37452,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"54,37"
37453,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, MACHO/FEMEA, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"68,23"
7778,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 200 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"25,62"
7796,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,C ,"30,85"
7781,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"40,78"
7795,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"59,08"
7791,"TUBO DE CONCRETO SIMPLES, CLASSE- PS1, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"75,29"
7783,"TUBO DE CONCRETO SIMPLES, CLASSE- PS2, PB, DN 200 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"28,75"
7790,"TUBO DE CONCRETO SIMPLES, CLASSE- PS2, PB, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"33,46"
7785,"TUBO DE CONCRETO SIMPLES, CLASSE- PS2, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"43,92"
7792,"TUBO DE CONCRETO SIMPLES, CLASSE- PS2, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"63,79"
7793,"TUBO DE CONCRETO SIMPLES, CLASSE- PS2, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890)                                                                                                                                                                                                                                                                                                                                                                                                                      ",M     ,CR,"82,32"
12613,"TUBO DE DESCARGA PVC, PARA LIGACAO CAIXA DE DESCARGA - EMBUTIR, 40 MM X 150 CM                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"15,53"
1031,"TUBO DE DESCIDA EXTERNO DE PVC PARA CAIXA DE DESCARGA EXTERNA ALTA - 40 MM X 1,60 M                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"9,09"
39707,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1 1/2"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2,47"
39708,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1 1/4"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2,39"
39710,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1 1/8"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"1,68"
39709,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1 3/8"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2,33"
39711,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1 5/8"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2,62"
39712,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1/2"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                 ",M     ,C ,"0,92"
39713,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1/4"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"0,72"
39714,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 1"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"1,66"
39715,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 3/4"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"1,18"
39716,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 3/8"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"0,90"
39718,"TUBO DE ESPUMA DE POLIETILENO EXPANDIDO FLEXIVEL PARA ISOLAMENTO TERMICO DE TUBULACAO DE AR CONDICIONADO, AGUA QUENTE,  DN 7/8"", E= 10 MM                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"1,53"
9813,"TUBO DE POLIETILENO DE ALTA DENSIDADE (PEAD), PE-80, DE = 20 MM X 2,3 MM DE PAREDE, PARA LIGACAO DE AGUA PREDIAL (NBR 15561)                                                                                                                                                                                                                                                                                                                                                                              ",M     ,C ,"3,29"
9815,"TUBO DE POLIETILENO DE ALTA DENSIDADE (PEAD), PE-80, DE = 32 MM X 3,0 MM DE PAREDE, PARA LIGACAO DE AGUA PREDIAL (NBR 15561)                                                                                                                                                                                                                                                                                                                                                                              ",M     ,CR,"6,49"
25876,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1000 MM X 38,5 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"3.232,97"
25888,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 110 MM X 10,0 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                            ",M     ,CR,"79,23"
25874,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1200 MM X 37,2 MM PAREDE ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"5.670,14"
25877,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1400 MM X 42,9 MM PAREDE, (SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                           ",M     ,CR,"7.737,13"
25878,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 160 MM X 14,6 MM PAREDE, (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"170,08"
25879,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 1600 MM X 49,0 MM PAREDE, ( SDR 32,25 - PN 04 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"7.339,59"
25887,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE = 900 MM X 34,7 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                              ",M     ,CR,"2.932,28"
25880,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 200 MM X 18,2 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"265,13"
25881,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 315 MM X 28,7 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"649,64"
25882,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 400 MM X 36,4 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"1.046,34"
25883,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 50 MM X 4,6 MM PAREDE, (SDR 11 - PN 12,5) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"16,88"
25884,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 500 MM X 45,5 MM PAREDE, ( SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"1.836,99"
25885,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 630 MM X 57,3 MM PAREDE (SDR 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"2.732,13"
25889,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 730 MM X 34,1 MM PAREDE, ( SDR 21 - PN 06 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"1.370,09"
25886,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 75 MM X 6,9 MM PAREDE, ( SRD 11 - PN 12,5 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"37,75"
25875,"TUBO DE POLIETILENO DE ALTA DENSIDADE, PEAD, PE-80, DE= 800 MM X 30,8 MM PAREDE, ( SDR 26 - PN 05 ) PARA REDE DE AGUA OU ESGOTO (NBR 15561)                                                                                                                                                                                                                                                                                                                                                               ",M     ,CR,"1.787,51"
9876,"TUBO DE PVC, PBL, TIPO LEVE, DN = 125 MM,  PARA VENTILACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"15,61"
9877,"TUBO DE PVC, PBL, TIPO LEVE, DN = 250 MM,  PARA VENTILACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"54,68"
9878,"TUBO DE PVC, PBL, TIPO LEVE, DN = 300 MM,  PARA VENTILACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"71,23"
9879,"TUBO DE PVC, PBL, TIPO LEVE, DN = 400 MM,  PARA VENTILACAO                                                                                                                                                                                                                                                                                                                                                                                                                                                ",M     ,CR,"170,01"
42001,"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO,  DIAMETRO 6'' (200 MM) (COLETADO CAIXA)                                                                                                                                                                                                                                                                                                                                                   ",M     ,CR,"368,23"
41998,"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 10'' (310 MM)  (COLETADO CAIXA)                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"907,45"
41999,"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 14'' (400 MM)  (COLETADO CAIXA)                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"1.664,62"
42000,"TUBO DE REVESTIMENTO, EM ACO, CORPO SCHEDULE 40, PONTEIRA SCHEDULE 80, ROSQUEAVEL E SEGMENTADO PARA PERFURACAO, DIAMETRO 16'' (450 MM)  (COLETADO CAIXA)                                                                                                                                                                                                                                                                                                                                                  ",M     ,CR,"2.842,65"
38053,"TUBO DRENO, CORRUGADO, ESPIRALADO, FLEXIVEL, PERFURADO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), DN *160* MM, (6"") PARA DRENAGEM - EM BARRA (NORMA DNIT 093/2006 - EM)                                                                                                                                                                                                                                                                                                                                    ",M     ,CR,"10,98"
38054,"TUBO DRENO, CORRUGADO, ESPIRALADO, FLEXIVEL, PERFURADO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), DN *200* MM, (8"") PARA DRENAGEM - EM BARRA (NORMA DNIT 093/2006 - EM)                                                                                                                                                                                                                                                                                                                                    ",M     ,CR,"18,88"
38052,"TUBO DRENO, CORRUGADO, ESPIRALADO, FLEXIVEL, PERFURADO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), DN 100 MM, (4"") PARA DRENAGEM - EM ROLO (NORMA DNIT 093/2006 - E.M)                                                                                                                                                                                                                                                                                                                                      ",M     ,C ,"5,32"
38051,"TUBO DRENO, CORRUGADO, ESPIRALADO, FLEXIVEL, PERFURADO, EM POLIETILENO DE ALTA DENSIDADE (PEAD), DN 65 MM, (2 1/2"") PARA DRENAGEM - EM ROLO (NORMA DNIT 093/2006 - EM)                                                                                                                                                                                                                                                                                                                                    ",M     ,CR,"3,31"
38787,"TUBO MONOCAMADA PEX, DN 16 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,C ,"4,56"
38825,"TUBO MONOCAMADA PEX, DN 20 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"5,97"
38826,"TUBO MONOCAMADA PEX, DN 25 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"8,85"
38827,"TUBO MONOCAMADA PEX, DN 32 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ",M     ,CR,"14,22"
38830,"TUBO MULTICAMADA PEX, DN *26* MM, PARA INSTALACOES A GAS (AMARELO)                                                                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,CR,"19,92"
38828,"TUBO MULTICAMADA PEX, DN 16 MM, PARA INSTALACOES A GAS (AMARELO)                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"8,78"
38829,"TUBO MULTICAMADA PEX, DN 20 MM, PARA INSTALACOES A GAS (AMARELO)                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"14,38"
38831,"TUBO MULTICAMADA PEX, DN 32 MM, PARA INSTALACOES A GAS (AMARELO)                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"27,78"
36274,"TUBO PPR PN 20, DN 20 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,C ,"5,10"
36278,"TUBO PPR PN 20, DN 25 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,CR,"6,92"
38977,"TUBO PPR, CLASSE PN 12, DN 110 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"105,28"
38971,"TUBO PPR, CLASSE PN 12, DN 32 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"8,67"
38972,"TUBO PPR, CLASSE PN 12, DN 40 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"13,21"
38973,"TUBO PPR, CLASSE PN 12, DN 50 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"17,47"
38974,"TUBO PPR, CLASSE PN 12, DN 63 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"25,48"
38975,"TUBO PPR, CLASSE PN 12, DN 75 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"42,46"
38976,"TUBO PPR, CLASSE PN 12, DN 90 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",M     ,CR,"59,56"
38986,"TUBO PPR, CLASSE PN 25, DN 110 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,CR,"119,85"
38978,"TUBO PPR, CLASSE PN 25, DN 20 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"5,10"
38979,"TUBO PPR, CLASSE PN 25, DN 25 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"6,92"
38980,"TUBO PPR, CLASSE PN 25, DN 32 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"11,56"
38981,"TUBO PPR, CLASSE PN 25, DN 40 MM, PARA AGUA QUENTE E FRIA PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,CR,"16,01"
